Year,State,Net Job Creation Rate,Births,DHS Denominator,Deaths,Entered,Entered Rate,Establishment Exit,Exited,Exited Rate,Firm Exits.Count,Job Creation.Continuers,Job Creation.Count,Job Creation.Rate,Job Destruction,Job Destruction.Continuers,Job Destruction.Count,Job Destruction.Rate,Net Job Creation,Number of Firms,Physical Locations,Rate/Births,Rate/Deaths,Reallocation Rate
1996,Connecticut,1.3,81487,1403573,61224,8146,10,4853,7614,9.4,4852,122976,204463,14.6,28897,125981,187205,13.3,17258,69027,81409,5.8,4.4,26.6
1996,Delaware,0.1,18331,323605,17100,2211,12.1,1118,1854,10.1,1118,30013,48344,14.9,6933,30941,48041,14.8,303,15567,18533,5.7,5.3,29.6
1996,District of Columbia,-4.8,16730,397889,16806,1844,10.3,944,1689,9.5,944,31983,48713,12.2,5785,50678,67484,17,-18771,14897,17886,4.2,4.2,24.4
1996,Florida,2.9,423981,5192648,340929,49338,14.1,29228,42164,12.1,29226,600378,1024359,19.7,186712,533598,874527,16.8,149832,288960,352893,8.2,6.6,33.6
1996,Geogia,3,209521,2903831,174934,22432,14.1,11271,17505,11,11270,325793,535314,18.4,76178,271083,446017,15.4,89297,128308,161583,7.2,6,30.8
1996,Hawaii,-0.3,27470,422490,20565,2801,10.3,1776,2835,10.5,1776,33461,60931,14.4,9072,41744,62309,14.7,-1378,21499,27072,6.5,4.9,28.8
1996,Idaho,3.1,27110,373127,21906,4159,14.6,2126,3086,10.8,2126,42944,70054,18.8,12482,36708,58614,15.7,11440,24803,29029,7.3,5.9,31.4
1996,Illinois,1.1,262148,4902424,206542,28857,11,15941,25080,9.6,15940,465697,727845,14.8,93439,462873,669415,13.7,58430,215915,263187,5.3,4.2,27.4
1996,Indiana,0.4,128150,2376361,117631,14091,11,7965,12293,9.6,7964,217351,345501,14.5,48956,217864,335495,14.1,10006,102077,128389,5.4,5,28.2
1996,Iowa,2.5,56230,1124169,40846,6862,9.7,4023,6092,8.6,4022,100426,156656,13.9,20974,87028,127874,11.4,28782,57677,71152,5,3.6,22.8
1996,Kansas,3,57232,972447,44893,7189,11.3,4163,6071,9.5,4163,94785,152017,15.6,24401,77533,122426,12.6,29591,52766,64136,5.9,4.6,25.2
1996,Kentucky,1.4,83980,1335854,61280,8805,11.4,5145,7522,9.7,5145,121759,205739,15.4,31797,125458,186738,14,19001,62919,77957,6.3,4.6,28
1996,Louisiana,2.8,80314,1407156,62986,9777,11.2,5339,7860,9,5338,153351,233665,16.6,33637,130605,193591,13.8,40074,71286,88202,5.7,4.5,27.6
1996,Maine,0.8,22973,423512,18874,3807,12.3,2123,3033,9.8,2123,36101,59074,13.9,10892,36448,55322,13.1,3752,26748,31348,5.4,4.5,26.2
1996,Maryland,0.2,108941,1801753,96172,12346,11.4,7012,11091,10.3,7007,174636,283577,15.7,43985,182801,278973,15.5,4604,88572,108677,6,5.3,31
1996,Massachusetts,1.3,129224,2708174,135486,15313,10.7,8330,13184,9.2,8329,264650,393874,14.5,57694,221496,356982,13.2,36892,119062,143754,4.8,5,26.4
1996,Michigan,1,182944,3676047,149146,22098,11,11828,17827,8.9,11828,347334,530278,14.4,76617,342533,491679,13.4,38599,164295,203279,5,4.1,26.8
1996,Minnesota,1.9,109205,2070519,78954,12516,11.3,6269,9804,8.8,6267,191681,300886,14.5,41788,181526,260480,12.6,40406,92887,112583,5.3,3.8,25.2
1996,Mississippi,1.2,56494,853164,44819,6295,12.2,3705,5359,10.4,3705,78117,134611,15.8,22072,79631,124450,14.6,10161,42269,51929,6.6,5.3,29.2
1996,Missouri,1.9,122184,2158053,99682,14497,11.5,8556,12457,9.9,8556,211430,333614,15.5,48704,194741,294423,13.6,39191,103215,126733,5.7,4.6,27.2
1996,Montana,2.1,17483,258988,14290,3290,13.1,1746,2689,10.7,1746,24935,42418,16.4,8261,22675,36965,14.3,5453,22079,25378,6.8,5.5,28.6
1996,Nebraska,3.1,35437,671920,24978,4267,10.1,2617,3840,9.1,2617,62127,97564,14.5,13617,51307,76285,11.4,21279,35321,42573,5.3,3.7,22.8
1996,Nevada,6.2,65304,683539,41433,5563,17.1,2720,4067,12.5,2720,79290,144594,21.2,20800,61429,102862,15,41732,27947,33304,9.6,6.1,30
1996,New Hampshire,3.9,26268,468910,20026,3888,12.7,1940,2977,9.7,1939,48614,74882,16,10861,36939,56965,12.1,17917,26469,31128,5.6,4.3,24.2
1996,New Jersey,0.7,182341,3151479,163457,22753,11.7,13290,19861,10.3,13287,312443,494784,15.7,71341,308336,471793,15,22991,167550,194970,5.8,5.2,30
1996,New Mexico,2.7,34869,498067,27212,4822,13.3,2601,3798,10.5,2599,53847,88716,17.8,15775,48172,75384,15.1,13332,30569,36595,7,5.5,30.2
1996,New York,0.4,373628,6672472,331690,47794,11.6,30629,43931,10.7,30626,612938,986566,14.8,175177,628318,960008,14.4,26558,353159,412331,5.6,5,28.8
1996,North Carolina,1.7,171783,2975330,134547,20353,12.4,10141,15587,9.5,10141,280532,452315,15.2,62086,267280,401827,13.5,50488,132391,166207,5.8,4.5,27
1996,North Dakota,2,13684,230009,9598,1714,9.5,998,1511,8.4,998,20856,34540,15,4929,20403,30001,13,4539,15398,18162,5.9,4.2,26
1996,Ohio,1.8,241266,4536693,187870,24297,10.2,13665,21523,9,13662,428284,669550,14.8,83410,400188,588058,13,81492,187279,239476,5.3,4.1,26
1996,Oklahoma,3.5,73473,1041769,52203,8700,11.9,5283,7551,10.4,5280,103488,176961,17,28641,88802,141005,13.5,35956,60598,73469,7.1,5,27
1996,Oregon,4.6,79393,1189725,56339,11229,13.6,5879,8675,10.5,5877,135442,214835,18.1,32452,103916,160255,13.5,54580,70104,83597,6.7,4.7,27
1996,Pennsylvania,0.8,233472,4664500,205616,24959,9.7,15090,22908,8.9,15088,399887,633359,13.6,98212,390192,595808,12.8,37551,207805,258795,5,4.4,25.6
1996,Rhode Island,0.3,19028,377494,18446,2687,11,1664,2426,10,1662,31835,50863,13.5,9645,31416,49862,13.2,1001,21725,24464,5,4.9,26.4
1996,South Carolina,2.1,87719,1383948,62619,10219,12.9,5429,8056,10.2,5429,128894,216613,15.7,32535,125836,188455,13.6,28158,64103,80130,6.3,4.5,27.2
1996,South Dakota,1.4,15242,266747,12311,2219,11,1289,1888,9.4,1289,22214,37456,14,6352,21314,33625,12.6,3831,17448,20283,5.7,4.6,25.2
1996,Tennessee,0.5,133125,2143582,122873,14090,12.5,7663,11358,10,7659,196366,329491,15.4,69872,196857,319730,14.9,9761,90434,114345,6.2,5.7,29.8
1996,Texas,3.3,499314,6713351,377531,52207,13.3,28628,43281,11,28625,752897,1252211,18.7,186478,653692,1031223,15.4,220988,310610,397019,7.4,5.6,30.8
1996,Utah,5.1,58049,751213,35220,6375,15.9,2993,4355,10.9,2992,81901,139950,18.6,19996,66319,101539,13.5,38411,34162,41069,7.7,4.7,27
1996,Vermont,0.5,12615,222244,14947,1953,10.8,1214,1698,9.4,1214,19923,32538,14.6,6718,16391,31338,14.1,1200,16040,18169,5.7,6.7,28.2
1996,Virginia,1.3,145866,2449973,119459,17268,11.9,9331,14830,10.2,9331,240627,386493,15.8,50222,235516,354975,14.5,31518,115604,146732,6,4.9,29
1996,Washington,1.7,125297,1931829,97789,18622,14,10198,15532,11.7,10195,192651,317948,16.5,55214,187293,285082,14.8,32866,112031,134360,6.5,5.1,29.6
1996,West Virginia,0.2,31649,519318,24925,3968,10.8,2367,3532,9.6,2367,45044,76693,14.8,11766,51129,76054,14.6,639,30217,36895,6.1,4.8,29.2
1996,Wisconsin,1.4,96140,2168526,79881,12227,10.2,6949,10486,8.8,6943,182206,278346,12.8,38286,166572,246453,11.4,31893,98939,120286,4.4,3.7,22.8
1996,Wyoming,-0.9,9267,151556,7658,1891,12.7,1015,1511,10.2,1015,14171,23438,15.5,4342,17245,24903,16.4,-1465,13002,15027,6.1,5.1,31
1997,Alabama,0.9,99693,1537043,88397,11391,12.8,6363,9689,10.9,6363,161737,261430,17,41788,158811,247208,16.1,14222,71119,89421,6.5,5.8,32.2
1997,Alaska,3.1,12230,179388,9703,1988,13.6,970,1610,11,970,24310,36540,20.4,4416,21368,31071,17.3,5469,12384,14784,6.8,5.4,34.6
1997,Arizona,5.7,151056,1608847,118379,14962,16.3,7065,11406,12.5,7065,219607,370663,23,47498,160545,278924,17.3,91739,74812,93249,9.4,7.4,34.6
1997,Arkansas,2.3,55590,896806,44221,7014,12.8,4092,6040,11,4092,92835,148425,16.6,22299,84429,128650,14.3,19775,45623,55154,6.2,4.9,28.6
1997,California,3.3,822432,11151803,753272,90208,13.6,48558,81035,12.3,48557,1451680,2274112,20.4,342815,1158681,1911953,17.1,362159,541289,665108,7.4,6.8,34.2
1997,Colorado,3.5,142429,1601950,113297,16708,15.7,7956,12753,12,7956,194070,336499,21,50503,166611,279908,17.5,56591,90837,108371,8.9,7.1,35
1997,Connecticut,3,82514,1445493,76401,8854,10.8,5019,8331,10.2,5019,164359,246873,17.1,32797,127675,204076,14.1,42797,69113,81941,5.7,5.3,28.2
1997,Delaware,4.3,24659,330868,18795,2598,13.8,1159,2020,10.7,1159,37609,62268,18.8,7407,29169,47964,14.5,14304,15973,19154,7.5,5.7,29
1997,District of Columbia,0.3,18692,389370,21910,1933,10.8,1014,2035,11.4,1014,38139,56831,14.6,6393,33946,55856,14.3,975,14857,17806,4.8,5.6,28.6
1997,Florida,2.7,468512,5343300,405105,53317,14.9,30463,46047,12.9,30462,653941,1122453,21,199698,575103,980208,18.3,142245,292387,359980,8.8,7.6,36.6
1997,Geogia,2.4,228088,2983982,199995,23700,14.4,11964,19063,11.6,11964,357229,585317,19.6,97130,314080,514075,17.2,71242,131028,166115,7.6,6.7,34.4
1997,Hawaii,-0.2,20657,421474,20405,2915,10.8,1762,2937,10.9,1762,39794,60451,14.3,9598,40728,61133,14.5,-682,21466,27009,4.9,4.8,28.6
1997,Idaho,2.3,29531,383919,26317,4554,15.4,2260,3562,12,2260,44050,73581,19.2,11277,38382,64699,16.9,8882,25575,30023,7.7,6.9,33.8
1997,Illinois,1.7,283940,4978069,261677,30750,11.6,16572,27510,10.4,16572,524668,808608,16.2,112741,458481,720158,14.5,88450,217733,266291,5.7,5.3,29
1997,Indiana,2,135231,2408409,127676,15338,11.8,8274,13301,10.3,8274,254598,389829,16.2,54427,213913,341589,14.2,48240,102793,130432,5.6,5.3,28.4
1997,Iowa,1.1,59467,1146531,57950,7461,10.4,4155,6709,9.4,4155,113445,172912,15.1,26799,102506,160456,14,12456,57954,71920,5.2,5.1,28
1997,Kansas,3.6,68479,1005385,49444,7971,12.3,4203,6794,10.5,4203,106050,174529,17.4,24367,89182,138626,13.8,35903,53327,65272,6.8,4.9,27.6
1997,Kentucky,3,85042,1366187,72772,9655,12.3,5161,8237,10.5,5161,152875,237917,17.4,32270,124176,196948,14.4,40969,63608,79348,6.2,5.3,28.8
1997,Louisiana,2.1,93628,1445436,88544,10564,11.9,5749,9124,10.2,5749,170068,263696,18.2,36611,143525,232069,16.1,31627,72192,89720,6.5,6.1,32.2
1997,Maine,2.2,23415,430596,22538,3947,12.4,2075,3290,10.4,2075,43731,67146,15.6,11602,35254,57792,13.4,9354,27204,32013,5.4,5.2,26.8
1997,Maryland,3.5,132636,1837782,107704,13880,12.7,7307,12344,11.3,7307,219362,351998,19.2,43634,180215,287919,15.7,64079,89546,110313,7.2,5.9,31.4
1997,Massachusetts,2.8,168258,2767461,136230,16984,11.7,8285,13728,9.4,8285,296970,465228,16.8,59442,252446,388676,14,76552,121311,147093,6.1,4.9,28
1997,Michigan,2.4,217907,3743274,192929,23454,11.5,12533,20710,10.1,12533,421623,639530,17.1,80058,356911,549840,14.7,89690,166302,205977,5.8,5.2,29.4
1997,Minnesota,2.4,119717,2119083,114073,13881,12.2,6750,11250,9.9,6750,225056,344773,16.3,47812,181141,295214,13.9,49559,94571,115237,5.6,5.4,27.8
1997,Mississippi,2.5,53339,871930,43883,6596,12.6,3723,5618,10.7,3723,97939,151278,17.3,20389,85594,129477,14.8,21801,42810,52944,6.1,5,29.6
1997,Missouri,2.7,127305,2210438,114486,15038,11.8,9120,14111,11.1,9120,244724,372029,16.8,55995,196306,310792,14.1,61237,103505,127642,5.8,5.2,28.2
1997,Montana,1.4,18308,264252,16603,3473,13.5,1848,2783,10.8,1848,29107,47415,17.9,9171,26879,43482,16.5,3933,22631,26050,6.9,6.3,33
1997,Nebraska,0.9,41841,686399,32761,4730,11,2551,4103,9.6,2551,64937,106778,15.6,16260,68110,100871,14.7,5907,35809,43191,6.1,4.8,29.4
1997,Nevada,6.2,68348,727932,39432,6636,19.2,2816,4488,13,2816,89672,158020,21.7,18118,73427,112859,15.5,45161,29497,35507,9.4,5.4,31
1997,New Hampshire,2.2,28118,483945,25217,3979,12.6,2070,3306,10.5,2070,51962,80080,16.5,11713,43922,69139,14.3,10941,26990,31813,5.8,5.2,28.6
1997,New Jersey,3,212380,3211284,200003,25247,12.8,13559,21738,11,13559,389882,602262,18.8,80352,307646,507649,15.8,94613,170254,198247,6.6,6.2,31.6
1997,New Mexico,1.5,37901,509114,30249,5071,13.7,2831,4446,12,2831,57133,95034,18.7,14972,57439,87688,17.2,7346,30759,37189,7.4,5.9,34.4
1997,New York,1.5,387219,6749099,393546,51095,12.3,30732,46098,11.1,30732,743254,1130473,16.7,177608,630363,1023909,15.2,106564,356925,417265,5.7,5.8,30.4
1997,North Carolina,3.2,203133,3052055,156270,24068,14.2,10575,17075,10,10575,320757,523890,17.2,66103,270116,426386,14,97504,136584,173190,6.7,5.1,28
1997,North Dakota,4.4,13866,237454,13579,1770,9.8,1160,1840,10.2,1160,28843,42709,18,7735,18722,32301,13.6,10408,15261,18067,5.8,5.7,27.2
1997,Ohio,1.6,284352,4616927,238589,26985,11.2,14410,24451,10.1,14410,468340,752692,16.3,95574,440418,679007,14.7,73685,188525,242011,6.2,5.2,29.4
1997,Oklahoma,3.3,79651,1077618,59688,9811,13.2,5432,8300,11.2,5432,124475,204126,18.9,33877,108047,167735,15.6,36391,61285,74941,7.4,5.5,31.2
1997,Oregon,4.6,88290,1246464,71819,11683,13.8,6118,9680,11.4,6118,158197,246487,19.8,33245,117800,189619,15.2,56868,71390,85533,7.1,5.8,30.4
1997,Pennsylvania,1.6,257317,4730865,247271,28280,10.8,15063,24940,9.6,15063,484111,741428,15.7,110568,418234,665505,14.1,75923,209371,262288,5.4,5.2,28.2
1997,Rhode Island,2.6,22004,383505,17910,2736,11.1,1663,2452,10,1663,38727,60731,15.8,8942,32573,50483,13.2,10248,21985,24753,5.7,4.7,26.4
1997,South Carolina,2.6,97943,1418402,77787,11173,13.7,5520,8773,10.8,5520,149114,247057,17.4,36310,131568,209355,14.8,37702,65651,82583,6.9,5.5,29.6
1997,South Dakota,2.7,18240,272405,14291,2438,11.9,1352,2123,10.4,1352,26670,44910,16.5,6873,23171,37462,13.8,7448,17561,20549,6.7,5.2,27.6
1997,Tennessee,2.6,149410,2179189,116904,15087,13,8032,12678,10.9,8032,239893,389303,17.9,54704,216238,333142,15.3,56161,91591,116886,6.9,5.4,30.6
1997,Texas,3.7,568149,6966375,469026,55983,13.9,29979,47888,11.9,29979,882594,1450743,20.8,220929,720393,1189419,17.1,261324,314689,405103,8.2,6.7,34.2
1997,Utah,5.1,70363,793332,53433,6948,16.5,3170,4980,11.8,3170,96484,166847,21,22166,72552,125985,15.9,40862,35629,43022,8.9,6.7,31.8
1997,Vermont,2.7,16081,226081,11549,2117,11.5,1216,1805,9.8,1216,20099,36180,16,5982,18528,30077,13.3,6103,16269,18497,7.1,5.1,26.6
1997,Virginia,4.4,177066,2522571,134175,19450,13.1,9262,15724,10.6,9262,299428,476494,18.9,55667,232038,366213,14.5,110281,118049,150435,7,5.3,29
1997,Washington,2.4,149567,1975920,154617,19859,14.6,10333,16914,12.4,10332,246048,395615,20,59617,193429,348046,17.6,47569,113960,137179,7.6,7.8,35.2
1997,West Virginia,2,31147,524833,24040,4245,11.4,2378,3731,10,2378,53951,85098,16.2,12760,50617,74657,14.2,10441,30407,37396,5.9,4.6,28.4
1997,Wisconsin,2.2,119807,2210322,97464,13451,11.1,7013,11304,9.3,7013,208866,328673,14.9,40403,184060,281524,12.7,47149,100150,122451,5.4,4.4,25.4
1997,Wyoming,2,10729,151861,10058,1920,12.7,1049,1809,12,1049,18151,28880,19,4954,15765,25823,17,3057,13159,15076,7.1,6.6,34
1998,Alabama,1.2,89511,1554924,93003,10431,11.6,6666,9870,11,6666,158280,247791,15.9,38934,136108,229111,14.7,18680,71184,89772,5.8,6,29.4
1998,Alaska,4.4,13872,186202,9436,1987,13.3,1032,1675,11.2,1032,22494,36366,19.5,4616,18632,28068,15.1,8298,12574,15009,7.4,5.1,30.2
1998,Arizona,4.3,132954,1690810,113520,13306,14.2,7528,11412,12.1,7528,210402,343356,20.3,65412,157779,271299,16,72057,75861,94828,7.9,6.7,32
1998,Arkansas,2.3,59576,922751,51145,6505,11.8,4400,6327,11.5,4400,88234,147810,16,23580,75150,126295,13.7,21515,45392,55295,6.5,5.5,27.4
1998,California,4.6,830664,11551112,677762,87132,13,49757,76362,11.4,49757,1428229,2258893,19.6,331103,1057460,1735222,15,523671,547613,673732,7.2,5.9,30
1998,Colorado,5.4,133185,1675464,95993,16134,14.7,8438,12711,11.6,8438,206251,339436,20.3,48996,153522,249515,14.9,89921,92986,111498,7.9,5.7,29.8
1998,Connecticut,1.3,88146,1474336,72500,8390,10.2,5284,8255,10.1,5284,141531,229677,15.6,32961,138216,210716,14.3,18961,69005,81916,6,4.9,28.6
1998,Delaware,2.7,25315,342454,17460,2476,12.8,1244,2064,10.7,1244,36351,61666,18,8032,34794,52254,15.3,9412,16294,19518,7.4,5.1,30.6
1998,District of Columbia,2.2,18996,395209,15691,1789,10.1,968,1752,9.8,968,39210,58206,14.7,6749,33774,49465,12.5,8741,14773,17793,4.8,4,25
1998,Florida,4.1,425701,5517662,375164,49783,13.8,30924,46200,12.8,30924,687943,1113644,20.2,193097,515659,890823,16.1,222821,294299,362462,7.7,6.8,32.2
1998,Geogia,3,228036,3068552,194306,23294,13.9,12413,19507,11.6,12413,349875,577911,18.8,86293,291726,486032,15.8,91879,133252,169415,7.4,6.3,31.6
1998,Hawaii,-1.3,23996,418240,24639,2692,10,1795,2864,10.6,1795,34041,58037,13.9,9526,38952,63591,15.2,-5554,21380,26808,5.7,5.9,27.8
1998,Idaho,5.2,34475,398919,20750,4217,13.9,2376,3537,11.7,2376,45026,79501,19.9,11790,37708,58458,14.7,21043,26008,30632,8.6,5.2,29.4
1998,Illinois,2.8,269736,5089815,227499,28657,10.7,16454,25421,9.5,16454,533319,803055,15.8,110528,436180,663679,13,139376,219245,269011,5.3,4.5,26
1998,Indiana,2.5,136428,2462442,110912,13798,10.5,8262,12574,9.6,8262,235317,371745,15.1,51150,200286,311198,12.6,60547,103255,131429,5.5,4.5,25.2
1998,Iowa,3.5,55767,1171738,43844,6936,9.6,4134,6340,8.8,4134,114738,170505,14.6,22128,86207,130051,11.1,40454,58097,72351,4.8,3.7,22.2
1998,Kansas,3.3,65754,1040239,56748,7349,11.2,4382,6598,10.1,4382,109229,174983,16.8,26275,83873,140621,13.5,34362,53594,65851,6.3,5.5,27
1998,Kentucky,2.4,91628,1401123,66440,9195,11.5,5302,8019,10,5302,135752,227380,16.2,31200,127603,194043,13.8,33337,64136,80353,6.5,4.7,27.6
1998,Louisiana,3.3,95349,1486718,81380,10014,11.1,5922,9012,10,5922,170683,266032,17.9,42913,135918,217298,14.6,48734,72602,90443,6.4,5.5,29.2
1998,Maine,3.4,25821,442486,20213,3939,12.2,2176,3180,9.8,2176,41342,67163,15.2,11816,31991,52204,11.8,14959,27757,32679,5.8,4.6,23.6
1998,Maryland,2.4,126236,1899176,109612,12765,11.5,7393,11921,10.8,7393,199918,326154,17.2,50711,170620,280232,14.8,45922,89974,110917,6.6,5.8,29.6
1998,Massachusetts,2.3,150811,2835988,127174,15650,10.6,8862,13772,9.3,8862,299093,449904,15.9,58658,257949,385123,13.6,64781,122544,148564,5.3,4.5,27.2
1998,Michigan,2.4,213553,3828325,173595,21766,10.5,13239,20270,9.8,13239,384860,598413,15.6,85747,329906,503501,13.2,94912,166559,206886,5.6,4.5,26.4
1998,Minnesota,4.4,121108,2188697,90982,12907,11.1,6719,10414,9,6719,243493,364601,16.7,47498,178767,269749,12.3,94852,96430,117421,5.5,4.2,24.6
1998,Mississippi,2.6,49299,892900,43591,6171,11.6,3917,5662,10.7,3917,89143,138442,15.5,23430,71305,114896,12.9,23546,42886,53305,5.5,4.9,25.8
1998,Missouri,1.5,130708,2254889,100323,14381,11.2,8883,13298,10.4,8883,205530,336238,14.9,49293,202754,303077,13.4,33161,103817,128458,5.8,4.4,26.8
1998,Montana,2.5,19901,268743,16851,3486,13.3,2008,2913,11.1,2008,27076,46977,17.5,8423,23420,40271,15,6706,23024,26521,7.4,6.3,30
1998,Nebraska,2.6,37276,696092,31147,4414,10.2,2686,4016,9.3,2686,65434,102710,14.8,14163,53970,85117,12.2,17593,35905,43466,5.4,4.5,24.4
1998,Nevada,4.1,61515,764278,37410,6385,17.5,3007,4489,12.3,3007,81555,143070,18.7,19472,74394,111804,14.6,31266,30787,37285,8,4.9,29.2
1998,New Hampshire,3.7,27523,498116,24717,3713,11.6,2052,3157,9.9,2052,54858,82381,16.5,13096,39223,63940,12.8,18441,27495,32267,5.5,5,25.6
1998,New Jersey,2.2,210852,3295447,184852,23810,11.9,13932,20852,10.5,13932,362286,573138,17.4,81505,314973,499825,15.2,73313,172256,200653,6.4,5.6,30.4
1998,New Mexico,2.1,40376,515866,33167,4630,12.4,2760,4259,11.4,2760,52605,92981,18,16871,48818,81985,15.9,10996,30913,37432,7.8,6.4,31.8
1998,New York,2.2,393513,6874662,347613,48687,11.6,30537,43666,10.4,30537,764792,1158305,16.8,173389,655456,1003069,14.6,155236,360277,421540,5.7,5.1,29.2
1998,North Carolina,2.8,203990,3142561,169489,22052,12.6,11664,18873,10.8,11661,308825,512815,16.3,69864,255722,425211,13.5,87604,139048,175959,6.5,5.4,27
1998,North Dakota,0.7,13698,243173,12838,1729,9.6,1089,1672,9.2,1089,24152,37850,15.6,6932,23384,36222,14.9,1628,15285,18087,5.6,5.3,29.8
1998,Ohio,2.2,237168,4700175,225602,24019,9.9,14181,22509,9.3,14180,482588,719756,15.3,96181,391760,617362,13.1,102394,189006,243121,5,4.8,26.2
1998,Oklahoma,3.9,72780,1116702,61562,8838,11.8,5495,8140,10.8,5493,124029,196809,17.6,31861,90881,152443,13.7,44366,61526,75425,6.5,5.5,27.4
1998,Oregon,1.5,81653,1282318,73423,10813,12.6,6227,9636,11.2,6227,133865,215518,16.8,36199,123253,196676,15.3,18842,72173,86408,6.4,5.7,30.6
1998,Pennsylvania,1.8,243869,4813369,215323,25903,9.8,15122,23701,9,15122,459677,703546,14.6,96346,399652,614975,12.8,88571,210232,263993,5.1,4.5,25.6
1998,Rhode Island,2.8,21656,394558,16013,2612,10.5,1647,2413,9.7,1647,38483,60139,15.2,8192,32892,48905,12.4,11234,22163,24910,5.5,4.1,24.8
1998,South Carolina,3.8,105149,1464809,79927,10586,12.7,5845,8908,10.7,5845,152210,257359,17.6,34496,121500,201427,13.8,55932,66821,84107,7.2,5.5,27.6
1998,South Dakota,3.7,14737,280509,12779,2257,11,1418,2068,10,1418,28566,43303,15.4,7088,20023,32802,11.7,10501,17648,20654,5.3,4.6,23.4
1998,Tennessee,3,146707,2239565,111233,13943,11.9,8398,12658,10.8,8397,225499,372206,16.6,54404,193092,304325,13.6,67881,91610,117770,6.6,5,27.2
1998,Texas,4.1,546107,7246952,428169,52894,13,29937,46290,11.4,29933,884756,1430863,19.7,216355,702429,1130598,15.6,300265,317825,410599,7.5,5.9,31.2
1998,Utah,3,67591,824763,44982,6550,15,3433,5175,11.9,3433,93926,161517,19.6,23593,91942,136924,16.6,24593,36535,44197,8.2,5.5,33.2
1998,Vermont,3.1,11993,233354,10672,1914,10.4,1284,1887,10.2,1284,22978,34971,15,5674,17192,27864,11.9,7107,16311,18481,5.1,4.6,23.8
1998,Virginia,2.6,168817,2610099,140033,18526,12.2,9646,15638,10.3,9646,265849,434666,16.7,59450,229030,369063,14.1,65603,119595,152958,6.5,5.4,28.2
1998,Washington,3.7,131928,2034268,108103,18713,13.5,10440,15809,11.4,10440,236521,368449,18.1,55971,185027,293130,14.4,75319,115841,139701,6.5,5.3,28.8
1998,West Virginia,1.2,30728,534253,24515,3779,10.1,2407,3571,9.5,2407,49841,80569,15.1,12495,49851,74366,13.9,6203,30398,37532,5.8,4.6,27.8
1998,Wisconsin,2.6,109426,2263122,88281,12185,9.9,7171,10871,8.8,7171,210463,319889,14.1,42406,172484,260765,11.5,59124,100895,123469,4.8,3.9,23
1998,Wyoming,1.9,12203,155229,10787,1931,12.7,1073,1615,10.6,1073,16314,28517,18.4,5824,14880,25667,16.5,2850,13389,15391,7.9,6.9,33
1999,Alabama,1.8,107222,1592218,84307,10252,11.4,6393,9540,10.6,6393,152194,259416,16.3,39765,146048,230355,14.5,29061,71205,90344,6.7,5.3,29
1999,Alaska,0.7,10726,192105,9269,1780,11.8,1026,1616,10.7,1026,19570,30296,15.8,4472,19800,29069,15.1,1227,12622,15134,5.6,4.8,30.2
1999,Arizona,4.3,149166,1764631,114089,14051,14.6,7293,11555,12,7293,210290,359456,20.4,56325,169875,283964,16.1,75492,77311,97254,8.5,6.5,32.2
1999,Arkansas,1.4,53021,942752,52463,6495,11.7,4172,6159,11.1,4172,93175,146196,15.5,23722,80909,133372,14.1,12824,45341,55562,5.6,5.6,28.2
1999,California,2.4,847713,11990313,756156,87519,12.9,48337,76825,11.3,48337,1387381,2235094,18.6,340217,1185775,1941931,16.2,293163,554863,683714,7.1,6.3,32.4
1999,Colorado,3.8,143998,1759199,115974,16109,14.3,8335,12971,11.5,8335,204585,348583,19.8,50944,165352,281326,16,67257,95003,114449,8.2,6.6,32
1999,Connecticut,2.1,80295,1499805,73256,8038,9.8,5050,7811,9.5,5050,148387,228682,15.2,30806,123061,196317,13.1,32365,68663,82063,5.4,4.9,26.2
1999,Delaware,0.6,22718,348206,18584,2489,12.6,1182,2050,10.4,1182,31639,54357,15.6,7526,33731,52315,15,2042,16662,19938,6.5,5.3,30
1999,District of Columbia,1.7,21680,403311,20106,1800,10.1,933,1756,9.9,933,37867,59547,14.8,6353,32621,52727,13.1,6820,14733,17835,5.4,5,26.2
1999,Florida,3.8,436562,5742642,429447,51234,14,30396,45649,12.5,30396,771132,1207694,21,193480,556381,985828,17.2,221866,296539,367234,7.6,7.5,34.4
1999,Geogia,5.1,249748,3214638,189420,22852,13.4,12198,19306,11.3,12198,384013,633761,19.7,82646,279479,468899,14.6,164862,135585,172753,7.8,5.9,29.2
1999,Hawaii,0.1,25382,415078,21172,2545,9.5,1695,2696,10.1,1695,33866,59248,14.3,10249,37601,58773,14.2,475,21205,26591,6.1,5.1,28.4
1999,Idaho,3.3,30248,422144,24069,4363,14,2254,3346,10.7,2254,43086,73334,17.4,12893,35293,59362,14.1,13972,26590,31613,7.2,5.7,28.2
1999,Illinois,2.1,275854,5212988,238450,27980,10.4,16158,25848,9.6,16158,512388,788242,15.1,98406,437828,676278,13,111964,219961,271020,5.3,4.6,26
1999,Indiana,1.8,126738,2532484,110027,13249,10.1,8237,12534,9.5,8237,242865,369603,14.6,54103,213089,323116,12.8,46487,103095,132072,5,4.3,25.6
1999,Iowa,2.2,63199,1214396,49929,6713,9.3,4219,6387,8.8,4219,109915,173114,14.3,22359,96473,146402,12.1,26712,57954,72615,5.2,4.1,24.2
